 C2H3       C3H6                  C4H6       CH3                    0.120E-11  0.000E+00  0.252E+04  0.300E+01  0.100E+03
 C2H3       C3H6                  SOOT       H                      0.120E-11  0.000E+00  0.324E+04  0.300E+01  0.100E+03
 C2H3       C3H7                  C3H6       C2H4                   0.200E-11  0.000E+00  0.000E+00  0.300E+01  0.100E+03
 C2H3       C3H7                  C3H8       C2H2                   0.200E-11  0.000E+00  0.000E+00  0.300E+01  0.100E+03
 C2H3       C3H8                  C3H7       C2H4                   0.498E-15  0.230E+01  0.528E+04  0.100E+02  0.100E+03
 C2H3       C4H                   C4H2       C2H2                   0.160E-11  0.000E+00  0.000E+00  0.100E+02  0.100E+03
 C2H3       C4H                   SOOT       H                      0.300E-10  0.000E+00  0.000E+00  0.100E+02  0.100E+03
 C2H3       C4H2                  C6H4       H                      0.331E-11  0.000E+00  0.252E+04  0.100E+02  0.100E+03
 C2H3       C4H3                  C4H4       C2H2                   0.350E-10  0.000E+00  0.000E+00  0.100E+02  0.100E+03
 C2H3       C4H3                  C6H6                              0.477E-09  0.000E+00  0.411E+03  0.200E+01  0.100E+03
 C2H3       C4H5                  C6H6       H2                     0.994E-19  0.707E+01 -0.182E+04  0.200E+01  0.100E+03
 C2H5       H2                    C2H6       H                      0.423E-14  0.360E+01  0.425E+04  0.500E+01  0.100E+03
 C2H5       CH4                   C2H6       CH3                    0.257E-14  0.414E+01  0.632E+04  0.200E+01  0.100E+03
 C2H5       C2H2                  C2H6       C2H                    0.450E-12  0.000E+00  0.118E+05  0.500E+01  0.100E+03
 C2H5       C2H4                  C2H6       C2H3                   0.567E-13  0.313E+01  0.906E+04  0.500E+01  0.100E+03
 C2H5       C2H5                  C2H6       C2H4                   0.240E-11  0.000E+00  0.000E+00  0.251E+01  0.100E+03
 C2H5       cC3H2                 SOOT       H                      0.100E-11  0.000E+00  0.000E+00  0.100E+02  0.000E+00
 C2H5       cC3H2                 C4H4       CH3                    0.100E-11  0.000E+00  0.000E+00  0.100E+02  0.000E+00
 C2H5       cC3H2                 C3H3       C2H4                   0.100E-11  0.000E+00  0.000E+00  0.100E+02  0.000E+00
 C2H5       tC3H2                 SOOT       H                      0.100E-10  0.000E+00  0.000E+00  0.100E+02  0.000E+00
 C2H5       tC3H2                 C4H4       CH3                    0.100E-10  0.000E+00  0.000E+00  0.100E+02  0.000E+00
