molecule_id	title	formula	smiles	inchi	inchikey	mw
pbm-000132	1,2,4,5-tetrathiane	C2H4S4	C1SSCSS1	InChI=1S/C2H4S4/c1-3-5-2-6-4-1/h1-2H2	VXTWQLLUXWBOGW-UHFFFAOYSA-N	156.3000030518
pbm-000133	1,2,4,6-tetrathiepane	C3H6S4	C1SCSSCS1	InChI=1S/C3H6S4/c1-4-2-6-7-3-5-1/h1-3H2	LCABDMYFXTZXMI-UHFFFAOYSA-N	170.3000030518
pbm-000134	1,2,4,5,7-pentathiocane	C3H6S5	C1SCSSCSS1	InChI=1S/C3H6S5/c1-4-2-6-8-3-7-5-1/h1-3H2	QFHGOPGLIADNQA-UHFFFAOYSA-N	202.3999938965
pbm-000135	1,4-dithiane	C4H8S2	C1CSCCS1	InChI=1S/C4H8S2/c1-2-6-4-3-5-1/h1-4H2	LOZWAPSEEHRYPG-UHFFFAOYSA-N	120.1999969482
pbm-000136	allyl methyl trisulfide	C4H8S3	CSSSCC=C	InChI=1S/C4H8S3/c1-3-4-6-7-5-2/h3H,1,4H2,2H3	JGMPRNFEEAJLAJ-UHFFFAOYSA-N	152.3000030518
pbm-000137	3,6-dimethyl-1,2,4,5-tetrathiane	C4H8S4	CC1SSC(SS1)C	InChI=1S/C4H8S4/c1-3-5-7-4(2)8-6-3/h3-4H,1-2H3	OLLSVBUNSGNIRV-UHFFFAOYSA-N	184.3999938965
pbm-000138	2,3,5-trithiahexane	C3H8S3	CSCSSC	InChI=1S/C3H8S3/c1-4-3-6-5-2/h3H2,1-2H3	MYIOBINSHMEDEY-UHFFFAOYSA-N	140.3000030518
pbm-000139	methyl propyl trisulfide	C4H10S3	CCCSSSC	InChI=1S/C4H10S3/c1-3-4-6-7-5-2/h3-4H2,1-2H3	ZOYASYRPGHCQHW-UHFFFAOYSA-N	154.3000030518
pbm-000140	methyl propyl tetrasulphide	C4H10S4	CCCSSSSC	InChI=1S/C4H10S4/c1-3-4-6-8-7-5-2/h3-4H2,1-2H3	QQHQQGRHGUQYLO-UHFFFAOYSA-N	186.3999938965
pbm-000141	methane, tetrakis(methylthio)-	C5H12S4	CSC(SC)(SC)SC	InChI=1S/C5H12S4/c1-6-5(7-2,8-3)9-4/h1-4H3	VIKWCIAIVDLETK-UHFFFAOYSA-N	200.3999938965
pbm-000143	gamma-aminobutyric acid	C4H9NO2	C(CC(=O)O)CN	InChI=1S/C4H9NO2/c5-3-1-2-4(6)7/h1-3,5H2,(H,6,7)	BTCSSZJGUNDROE-UHFFFAOYSA-N	103.1200027466
pbm-000144	methylamine	CH5N	CN	InChI=1S/CH5N/c1-2/h2H2,1H3	BAVYZALUXZFZLV-UHFFFAOYSA-N	31.0569992065
pbm-000145	ethylamine	C2H7N	CCN	InChI=1S/C2H7N/c1-2-3/h2-3H2,1H3	QUSNBJAOOMFDIB-UHFFFAOYSA-N	45.0800018311
pbm-000147	methyl 3-isocyanatopropanoate	C5H7NO3	COC(=O)CCN=C=O	InChI=1S/C5H7NO3/c1-9-5(8)2-3-6-4-7/h2-3H2,1H3	QLTHBWIACSBXPR-UHFFFAOYSA-N	129.1100006104
pbm-000148	dl-pyroglutamic acid	C5H7NO3	C1CC(=O)NC1C(=O)O	InChI=1S/C5H7NO3/c7-4-2-1-3(6-4)5(8)9/h3H,1-2H2,(H,6,7)(H,8,9)	ODHCTXKNWHHXJC-UHFFFAOYSA-N	129.1100006104
pbm-000149	2-pyrrolidinone	C4H7NO	C1CC(=O)NC1	InChI=1S/C4H7NO/c6-4-2-1-3-5-4/h1-3H2,(H,5,6)	HNJBEVLQSNELDL-UHFFFAOYSA-N	85.0999984741
pbm-000150	glycylglycine	C4H8N2O3	C(C(=O)NCC(=O)O)N	InChI=1S/C4H8N2O3/c5-1-3(7)6-2-4(8)9/h1-2,5H2,(H,6,7)(H,8,9)	YMAWOPBAYDPSLA-UHFFFAOYSA-N	132.1199951172
pbm-000151	2,5-piperazinedione	C4H6N2O2	C1C(=O)NCC(=O)N1	InChI=1S/C4H6N2O2/c7-3-1-5-4(8)2-6-3/h1-2H2,(H,5,8)(H,6,7)	BXRNXXXXHLBUKK-UHFFFAOYSA-N	114.0999984741
pbm-000155	ethanolamine	C2H7NO	C(CO)N	InChI=1S/C2H7NO/c3-1-2-4/h4H,1-3H2	HZAXFHJVJLSVMW-UHFFFAOYSA-N	61.0800018311
pbm-000156	ethylene oxide	C2H4O	C1CO1	InChI=1S/C2H4O/c1-2-3-1/h1-2H2	IAYPIBMASNFSPL-UHFFFAOYSA-N	44.0499992371
pbm-000158	dimethylamine	C2H7N	CNC	InChI=1S/C2H7N/c1-3-2/h3H,1-2H3	ROSDSFDQCJNGOL-UHFFFAOYSA-N	45.0800018311
pbm-000159	lactic acid	C3H6O3	CC(C(=O)O)O	InChI=1S/C3H6O3/c1-2(4)3(5)6/h2,4H,1H3,(H,5,6)	JVTAAEKCZFNVCJ-UHFFFAOYSA-N	90.0800018311
pbm-000160	morpholine	C4H9NO	C1COCCN1	InChI=1S/C4H9NO/c1-3-6-4-2-5-1/h5H,1-4H2	YNAVUWVOSKDBBP-UHFFFAOYSA-N	87.1200027466
pbm-000161	ethyl vinyl ether	C4H8O	CCOC=C	InChI=1S/C4H8O/c1-3-5-4-2/h3H,1,4H2,2H3	FJKIXWOMBXYWOQ-UHFFFAOYSA-N	72.1100006104
pbm-000162	isobutyric acid	C4H8O2	CC(C)C(=O)O	InChI=1S/C4H8O2/c1-3(2)4(5)6/h3H,1-2H3,(H,5,6)	KQNPFQTWMSNSAP-UHFFFAOYSA-N	88.1100006104
pbm-000163	sec-butylamine	C4H11N	CCC(C)N	InChI=1S/C4H11N/c1-3-4(2)5/h4H,3,5H2,1-2H3	BHRZNVHARXXAHW-UHFFFAOYSA-N	73.1399993896
pbm-000164	isobutanol	C4H10O	CC(C)CO	InChI=1S/C4H10O/c1-4(2)3-5/h4-5H,3H2,1-2H3	ZXEKIIBDNHEJCQ-UHFFFAOYSA-N	74.1200027466
pbm-000165	Acetate	C2H4O2	CC(=O)O	InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)	QTBSBXVTEAMEQO-UHFFFAOYSA-N	60.0499992371
pbm-000166	ethyl formate	C3H6O2	CCOC=O	InChI=1S/C3H6O2/c1-2-5-3-4/h3H,2H2,1H3	WBJINCZRORDGAQ-UHFFFAOYSA-N	74.0800018311
pbm-000167	butyric acid	C4H8O2	CCCC(=O)O	InChI=1S/C4H8O2/c1-2-3-4(5)6/h2-3H2,1H3,(H,5,6)	FERIUCNNQQJTOY-UHFFFAOYSA-N	88.1100006104
pbm-000168	pentenedioic acid	C5H6O4	C(C=CC(=O)O)C(=O)O	InChI=1S/C5H6O4/c6-4(7)2-1-3-5(8)9/h1-2H,3H2,(H,6,7)(H,8,9)	XVOUMQNXTGKGMA-UHFFFAOYSA-N	130.1000061035
pbm-000169	2-hydroxyglutaric acid	C5H8O5	C(CC(=O)O)C(C(=O)O)O	InChI=1S/C5H8O5/c6-3(5(9)10)1-2-4(7)8/h3,6H,1-2H2,(H,7,8)(H,9,10)	HWXBTNAVRSUOJR-UHFFFAOYSA-N	148.1100006104
pbm-000170	Formate	CH2O2	C(=O)O	InChI=1S/CH2O2/c2-1-3/h1H,(H,2,3)	BDAGIHXWWSANSR-UHFFFAOYSA-N	46.0250015259
pbm-000172	n-(2-hydroxyethyl)iminodiacetic acid	C6H11NO5	C(CO)N(CC(=O)O)CC(=O)O	InChI=1S/C6H11NO5/c8-2-1-7(3-5(9)10)4-6(11)12/h8H,1-4H2,(H,9,10)(H,11,12)	JYXGIOKAKDAARW-UHFFFAOYSA-N	177.1600036621
pbm-000173	2-amino-4-hydroxy-4-methylpentanedioic acid	C6H11NO5	CC(CC(C(=O)O)N)(C(=O)O)O	InChI=1S/C6H11NO5/c1-6(12,5(10)11)2-3(7)4(8)9/h3,12H,2,7H2,1H3,(H,8,9)(H,10,11)	ONTAOGAXMOTXQW-UHFFFAOYSA-N	177.1600036621
pbm-000174	3-buten-2-one, 4-amino-, (e)-	C4H7NO	CC(=O)C=CN	InChI=1S/C4H7NO/c1-4(6)2-3-5/h2-3H,5H2,1H3	NGUGWHFIVAQVMN-UHFFFAOYSA-N	85.0999984741
pbm-000175	5-aminovaleric acid	C5H11NO2	C(CCN)CC(=O)O	InChI=1S/C5H11NO2/c6-4-2-1-3-5(7)8/h1-4,6H2,(H,7,8)	JJMDCOVWQOJGCB-UHFFFAOYSA-N	117.1500015259
pbm-000176	2-piperidone	C5H9NO	C1CCNC(=O)C1	InChI=1S/C5H9NO/c7-5-3-1-2-4-6-5/h1-4H2,(H,6,7)	XUWHAWMETYGRKB-UHFFFAOYSA-N	99.1299972534
pbm-000177	ferrous oxide	FeO	O=[Fe]	InChI=1S/Fe.O	UQSXHKLRYXJYBZ-UHFFFAOYSA-N	71.8399963379
pbm-000178	iron(iii) oxide	Fe2O3	O=[Fe]O[Fe]=O	InChI=1S/2Fe.3O	JEIPFZHSYJVQDO-UHFFFAOYSA-N	159.6900024414
pbm-000180	ferrous ion	Fe+2	[Fe+2]	InChI=1S/Fe/q+2	CWYNVVGOOAEACU-UHFFFAOYSA-N	55.8400001526
pbm-000181	iron	Fe	[Fe]	InChI=1S/Fe	XEEYBQQBJWHFJM-UHFFFAOYSA-N	55.8400001526
pbm-000182	nickel	Ni	[Ni]	InChI=1S/Ni	PXHVJJICTQNCMI-UHFFFAOYSA-N	58.6930007935
pbm-000183	nitrous acid	HNO2	N(=O)O	InChI=1S/HNO2/c2-1-3/h(H,2,3)	IOVCWXUNBOPUCH-UHFFFAOYSA-N	47.013999939
pbm-000186	nitrate	NO3-	[N+](=O)([O-])[O-]	InChI=1S/NO3/c2-1(3)4/q-1	NHNBFGGVMKEFGY-UHFFFAOYSA-N	62.0050010681
pbm-000187	peracetic acid	C2H4O3	CC(=O)OO	InChI=1S/C2H4O3/c1-2(3)5-4/h4H,1H3	KFSLWBXXFJQRDL-UHFFFAOYSA-N	76.0500030518
pbm-000188	alpha-(hydroxymethyl)serine	C4H9NO4	C(C(CO)(C(=O)O)N)O	InChI=1S/C4H9NO4/c5-4(1-6,2-7)3(8)9/h6-7H,1-2,5H2,(H,8,9)	ZRPDXDBGEYHEBJ-UHFFFAOYSA-N	135.1199951172
pbm-000189	2-methylserine	C4H9NO3	CC(CO)(C(=O)O)N	InChI=1S/C4H9NO3/c1-4(5,2-6)3(7)8/h6H,2,5H2,1H3,(H,7,8)	CDUUKBXTEOFITR-UHFFFAOYSA-N	119.1200027466
pbm-000191	(sulfooxy)acetic acid	C2H4O6S	C(C(=O)O)OS(=O)(=O)O	InChI=1S/C2H4O6S/c3-2(4)1-8-9(5,6)7/h1H2,(H,3,4)(H,5,6,7)	KHEDIYCQDPMFKF-UHFFFAOYSA-N	156.1199951172
pbm-000192	1,2,3-trihydroxypropane-1,2,3-tricarboxylic acid	C6H8O9	C(C(=O)O)(C(C(C(=O)O)O)(C(=O)O)O)O	InChI=1S/C6H8O9/c7-1(3(9)10)6(15,5(13)14)2(8)4(11)12/h1-2,7-8,15H,(H,9,10)(H,11,12)(H,13,14)	JOMKFSZNMGIRPJ-UHFFFAOYSA-N	224.1199951172
pbm-000193	hydroxycitric acid	C6H8O8	C(C(=O)O)C(C(C(=O)O)O)(C(=O)O)O	InChI=1S/C6H8O8/c7-2(8)1-6(14,5(12)13)3(9)4(10)11/h3,9,14H,1H2,(H,7,8)(H,10,11)(H,12,13)	ZMJBYMUCKBYSCP-UHFFFAOYSA-N	208.1199951172
pbm-000194		C6H10N2O4	N=C1N=CC(C(O)C(O)CO)O1	InChI=1S/C6H10N2O4/c7-6-8-1-4(12-6)5(11)3(10)2-9/h1,3-5,7,9-11H,2H2	RQLZBTHVFTYFCC-UHFFFAOYSA-N	174.0640568
pbm-000196		C5H8N2O3	N=C1N=CC(C(O)CO)O1	InChI=1S/C5H8N2O3/c6-5-7-1-4(10-5)3(9)2-8/h1,3-4,6,8-9H,2H2	LLSPNYMDXJCWTR-UHFFFAOYSA-N	144.053492116
pbm-000197		C5H8N2O3	NC1=NC2OCC(O)C2O1	InChI=1S/C5H8N2O3/c6-5-7-4-3(10-5)2(8)1-9-4/h2-4,8H,1H2,(H2,6,7)	QRVQCGXHNKIDQD-UHFFFAOYSA-N	144.053492116
pbm-000202	6-amino-9h-purine-8-thiol	C5H5N5S	C1=NC(=C2C(=N1)NC(=S)N2)N	InChI=1S/C5H5N5S/c6-3-2-4(8-1-7-3)10-5(11)9-2/h1H,(H4,6,7,8,9,10,11)	BHVOFCPOXNYVCE-UHFFFAOYSA-N	167.1900024414
pbm-000207	n-(hydroxymethyl)glycine	C3H7NO3	C(C(=O)O)NCO	InChI=1S/C3H7NO3/c5-2-4-1-3(6)7/h4-5H,1-2H2,(H,6,7)	WBTIFBJEYFLFFW-UHFFFAOYSA-N	105.0899963379
pbm-000209	n-methyl methanimine	C2H5N	CN=C	InChI=1S/C2H5N/c1-3-2/h1H2,2H3	NYVSDPNXBIEFPW-UHFFFAOYSA-N	43.0699996948
pbm-000210	sarcosine	C3H7NO2	CNCC(=O)O	InChI=1S/C3H7NO2/c1-4-2-3(5)6/h4H,2H2,1H3,(H,5,6)	FSYKKLYZXJSNPZ-UHFFFAOYSA-N	89.0899963379
pbm-000211	hydroxy(methylamino)acetic acid	C3H7NO3	CNC(C(=O)O)O	InChI=1S/C3H7NO3/c1-4-2(5)3(6)7/h2,4-5H,1H3,(H,6,7)	UFEVCHNDUJQYRK-UHFFFAOYSA-N	105.0899963379
pbm-000214	succinic semialdehyde	C4H6O3	C(CC(=O)O)C=O	InChI=1S/C4H6O3/c5-3-1-2-4(6)7/h3H,1-2H2,(H,6,7)	UIUJIQZEACWQSV-UHFFFAOYSA-N	102.0899963379
pbm-000216	thioacetamide	C2H5NS	CC(=S)N	InChI=1S/C2H5NS/c1-2(3)4/h1H3,(H2,3,4)	YUKQRDCYNOVPGJ-UHFFFAOYSA-N	75.1399993896
pbm-000218	hydroxymethyl hydrogen sulfite	CH4O4S	C(O)OS(=O)O	InChI=1S/CH4O4S/c2-1-5-6(3)4/h2H,1H2,(H,3,4)	NHLPAGMHRLMDJX-UHFFFAOYSA-N	112.1100006104
pbm-000219	hydrogen peroxide	H2O2	OO	InChI=1S/H2O2/c1-2/h1-2H	MHAJPDPJQMAIIY-UHFFFAOYSA-N	34.0149993896
pbm-000220	(2R,3S)-3-Isopropylmalate	C7H12O5	CC(C)C(C(C(=O)O)O)C(=O)O	InChI=1S/C7H12O5/c1-3(2)4(6(9)10)5(8)7(11)12/h3-5,8H,1-2H3,(H,9,10)(H,11,12)	RNQHMTFBUSSBJQ-UHFFFAOYSA-N	176.1699981689
pbm-000221	2-oxoethane-1,1,2-tricarboxylic acid	C5H4O7	C(C(=O)C(=O)O)(C(=O)O)C(=O)O	InChI=1S/C5H4O7/c6-2(5(11)12)1(3(7)8)4(9)10/h1H,(H,7,8)(H,9,10)(H,11,12)	KGKALBIZZBNBKW-UHFFFAOYSA-N	176.0800018311
pbm-000222	3-oxalomalic acid	C6H6O8	C(C(C(=O)O)O)(C(=O)C(=O)O)C(=O)O	InChI=1S/C6H6O8/c7-2(5(11)12)1(4(9)10)3(8)6(13)14/h1-2,7H,(H,9,10)(H,11,12)(H,13,14)	YILAUJBAPQXZGM-UHFFFAOYSA-N	206.1100006104
pbm-000223	ethylenetricarboxylic acid	C5H4O6	C(=C(C(=O)O)C(=O)O)C(=O)O	InChI=1S/C5H4O6/c6-3(7)1-2(4(8)9)5(10)11/h1H,(H,6,7)(H,8,9)(H,10,11)	FPTWDYRUZZWASE-UHFFFAOYSA-N	160.0800018311
pbm-000226	(2r,4r)-azetidine-2,4-dicarboxylic acid-rel-	C5H7NO4	C1C(NC1C(=O)O)C(=O)O	InChI=1S/C5H7NO4/c7-4(8)2-1-3(6-2)5(9)10/h2-3,6H,1H2,(H,7,8)(H,9,10)	JMVIGOFRIJJUAW-UHFFFAOYSA-N	145.1100006104
pbm-000227		C9H11N3O4	N=C1C=CN2C(=N1)OC1C(O)C(CO)OC12	InChI=1S/C9H11N3O4/c10-5-1-2-12-8-7(16-9(12)11-5)6(14)4(3-13)15-8/h1-2,4,6-8,10,13-14H,3H2	BBDAGFIXKZCXAH-UHFFFAOYSA-N	225.074955832
pbm-000228	4-amino-1-[3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]pyrimidine-2-thione	C9H13N3O4S	C1=CN(C(=S)N=C1N)C2C(C(C(O2)CO)O)O	InChI=1S/C9H13N3O4S/c10-5-1-2-12(9(17)11-5)8-7(15)6(14)4(3-13)16-8/h1-2,4,6-8,13-15H,3H2,(H2,10,11,17)	RHFUOMFWUGWKKO-UHFFFAOYSA-N	259.2799987793
pbm-000229	1-[3,4-dihydroxy-5-(hydroxymethyl)tetrahydro-2-furanyl]-4-hydroxy-2(1h)-pyrimidinethione	C9H12N2O5S	C1=CN(C(=S)NC1=O)C2C(C(C(O2)CO)O)O	InChI=1S/C9H12N2O5S/c12-3-4-6(14)7(15)8(16-4)11-2-1-5(13)10-9(11)17/h1-2,4,6-8,12,14-15H,3H2,(H,10,13,17)	GJTBSTBJLVYKAU-UHFFFAOYSA-N	260.2699890137
pbm-000230		C9H10N2O5	O=c1ccn2c(n1)OC1C(O)C(CO)OC12	InChI=1S/C9H10N2O5/c12-3-4-6(14)7-8(15-4)11-2-1-5(13)10-9(11)16-7/h1-2,4,6-8,12,14H,3H2	UUGITDASWNOAGG-UHFFFAOYSA-N	226.05897142
pbm-000231		C10H11N5O4	Nc1ncnc2c1nc1n2C2OC(CO)C(O)C2O1	InChI=1S/C10H11N5O4/c11-7-4-8(13-2-12-7)15-9-6(19-10(15)14-4)5(17)3(1-16)18-9/h2-3,5-6,9,16-17H,1H2,(H2,11,12,13)	MQMVTEZRMYGLFD-UHFFFAOYSA-N	265.081103832
pbm-000232		C10H13N5O4	NC1=NC=NC2N=C3OC4C(O)C(CO)OC4N3C12	InChI=1S/C10H13N5O4/c11-7-4-8(13-2-12-7)14-10-15(4)9-6(19-10)5(17)3(1-16)18-9/h2-6,8-9,16-17H,1H2,(H2,11,12,13)	ZWNNBKUGZIJMNT-UHFFFAOYSA-N	267.096753896
pbm-000233	6-amino-9-[4-hydroxy-5-(hydroxymethyl)oxolan-2-yl]-7h-purine-8-thione	C10H13N5O3S	C1C(C(OC1N2C3=NC=NC(=C3NC2=S)N)CO)O	InChI=1S/C10H13N5O3S/c11-8-7-9(13-3-12-8)15(10(19)14-7)6-1-4(17)5(2-16)18-6/h3-6,16-17H,1-2H2,(H,14,19)(H2,11,12,13)	HPCFWPYIEBKPPY-UHFFFAOYSA-N	283.3099975586
pbm-000234	deoxyadenosine	C10H13N5O3	C1C(C(OC1N2C=NC3=C(N=CN=C32)N)CO)O	InChI=1S/C10H13N5O3/c11-9-8-10(13-3-12-9)15(4-14-8)7-1-5(17)6(2-16)18-7/h3-7,16-17H,1-2H2,(H2,11,12,13)	OLXZPDWKRNYJJZ-UHFFFAOYSA-N	251.2400054932
pbm-000235	Pyruvate	C3H4O3	CC(=O)C(=O)O	InChI=1S/C3H4O3/c1-2(4)3(5)6/h1H3,(H,5,6)	LCTONWCANYUPML-UHFFFAOYSA-N	88.0599975586
pbm-000236	Glyoxylate	C2H2O3	C(=O)C(=O)O	InChI=1S/C2H2O3/c3-1-2(4)5/h1H,(H,4,5)	HHLFWLYXYJOTON-UHFFFAOYSA-N	74.0400009155
pbm-000247	Orthophosphate	H3O4P	OP(=O)(O)O	InChI=1S/H3O4P/c1-5(2,3)4/h(H3,1,2,3,4)	NBIIXXVUZAFLBC-UHFFFAOYSA-N	97.9950027466
pbm-000346	Sulfite	H2O3S	OS(=O)O	InChI=1S/H2O3S/c1-4(2)3/h(H2,1,2,3)	LSNNMFCWUKXFEE-UHFFFAOYSA-N	82.0800018311
pbm-000379	Nickel(2+)	Ni+2	[Ni+2]	InChI=1S/Ni/q+2	VEQPNABPJHWNSG-UHFFFAOYSA-N	58.6930007935
pbm-000541	oxalic acid	C2H2O4	C(=O)(C(=O)O)O	InChI=1S/C2H2O4/c3-1(4)2(5)6/h(H,3,4)(H,5,6)	MUBZPKHOEPUJKR-UHFFFAOYSA-N	90.0299987793
pbm-000542	carbonic acid	CH2O3	C(=O)(O)O	InChI=1S/CH2O3/c2-1(3)4/h(H2,2,3,4)	BVKZGUZCCUSVTD-UHFFFAOYSA-N	62.0250015259
pbm-000543	hydroxymethanesulfonic acid	CH4O4S	C(O)S(=O)(=O)O	InChI=1S/CH4O4S/c2-1-6(3,4)5/h2H,1H2,(H,3,4,5)	DETXZQGDWUJKMO-UHFFFAOYSA-N	112.1100006104
pbm-000544	2,2-dihydroxyacetic acid	C2H4O4	C(C(=O)O)(O)O	InChI=1S/C2H4O4/c3-1(4)2(5)6/h1,3-4H,(H,5,6)	GOCCREQJUBABAL-UHFFFAOYSA-N	92.0500030518
pbm-000545	3-oxopropanoic acid	C3H4O3	C(C=O)C(=O)O	InChI=1S/C3H4O3/c4-2-1-3(5)6/h2H,1H2,(H,5,6)	OAKURXIZZOAYBC-UHFFFAOYSA-N	88.0599975586
pbm-000546	3-hydroxypropionic acid	C3H6O3	C(CO)C(=O)O	InChI=1S/C3H6O3/c4-2-1-3(5)6/h4H,1-2H2,(H,5,6)	ALRHLSYJTWAHJZ-UHFFFAOYSA-N	90.0800018311
pbm-000547	dl-alaninol	C3H9NO	CC(CO)N	InChI=1S/C3H9NO/c1-3(4)2-5/h3,5H,2,4H2,1H3	BKMMTJMQCTUHRP-UHFFFAOYSA-N	75.1100006104
pbm-000549	n-methylene glycine	C3H5NO2	C=NCC(=O)O	InChI=1S/C3H5NO2/c1-4-2-3(5)6/h1-2H2,(H,5,6)	NKVHYKQGZIHDBJ-UHFFFAOYSA-N	87.0800018311
pbm-000550	(methylimino)acetic acid	C3H5NO2	CN=CC(=O)O	InChI=1S/C3H5NO2/c1-4-2-3(5)6/h2H,1H3,(H,5,6)	SEXCGGHGAGDKHP-UHFFFAOYSA-N	87.0800018311
pbm-000551	propionic acid	C3H6O2	CCC(=O)O	InChI=1S/C3H6O2/c1-2-3(4)5/h2H2,1H3,(H,4,5)	XBDQKXXYIPTUBI-UHFFFAOYSA-N	74.0800018311
pbm-000553	aminohydroxyacetic acid	C2H5NO3	C(C(=O)O)(N)O	InChI=1S/C2H5NO3/c3-1(4)2(5)6/h1,4H,3H2,(H,5,6)	ZHWLPDIRXJCEJY-UHFFFAOYSA-N	91.0699996948
pbm-000554	sulfuric acid	H2O4S	OS(=O)(=O)O	InChI=1S/H2O4S/c1-5(2,3)4/h(H2,1,2,3,4)	QAOWNCQODCNURD-UHFFFAOYSA-N	98.0800018311
pbm-000555	pentofuranose	C5H10O5	C(C1C(C(C(O1)O)O)O)O	InChI=1S/C5H10O5/c6-1-2-3(7)4(8)5(9)10-2/h2-9H,1H2	HMFHBZSHGGEWLO-UHFFFAOYSA-N	150.1300048828
pbm-000556			OB(O)(O)O	InChI=1S/BH4O4/c2-1(3,4)5/h2-5H	QKOJVQLSIREBQY-UHFFFAOYSA-N	
pbm-000557			NC(=O)NC1OC(CP(=O)(O)O)C2OB(O)(O)OC12	InChI=1S/C6H13BN2O9P/c8-6(10)9-5-4-3(17-7(11,12)18-4)2(16-5)1-19(13,14)15/h2-5,11-12H,1H2,(H3,8,9,10)(H2,13,14,15)	RCJJGGHLFPWUQN-UHFFFAOYSA-N	
pbm-000558		C5H12NO6P	NC1OC(CP(=O)(O)O)C(O)C1O	InChI=1S/C5H12NO6P/c6-5-4(8)3(7)2(12-5)1-13(9,10)11/h2-5,7-8H,1,6H2,(H2,9,10,11)	HCROIWSHGUSWBO-UHFFFAOYSA-N	213.040223734
pbm-000559			N=C1CC=N2C(=N1)OC1C(O)C(CO)OC12	InChI=1S/C9H12N3O4/c10-5-1-2-12-8-7(16-9(12)11-5)6(14)4(3-13)15-8/h2,4,6-8,10,13-14H,1,3H2	WJFFLUUSBQQDSY-UHFFFAOYSA-N	
pbm-000560	imidodisulfuric acid, hydroxy-	H3NO7S2	N(O)(S(=O)(=O)O)S(=O)(=O)O	InChI=1S/H3NO7S2/c2-1(9(3,4)5)10(6,7)8/h2H,(H,3,4,5)(H,6,7,8)	MNWRMTPYEUYRSI-UHFFFAOYSA-N	193.1600036621
pbm-000561	sulfosulfamic acid	H3NO6S2	N(S(=O)(=O)O)S(=O)(=O)O	InChI=1S/H3NO6S2/c2-8(3,4)1-9(5,6)7/h1H,(H,2,3,4)(H,5,6,7)	VKHQYTLHHOQKSC-UHFFFAOYSA-N	177.1600036621
pbm-000562		C3H7NO7S2	CC=CON(S(=O)(=O)O)S(=O)(=O)O	InChI=1S/C3H7NO7S2/c1-2-3-11-4(12(5,6)7)13(8,9)10/h2-3H,1H3,(H,5,6,7)(H,8,9,10)	SZKLYPQFLWROPD-UHFFFAOYSA-N	232.96639356400001
pbm-000563	hydroxyurea	CH4N2O2	C(=O)(N)NO	InChI=1S/CH4N2O2/c2-1(4)3-5/h5H,(H3,2,3,4)	VSNHCAURESNICA-UHFFFAOYSA-N	76.0550003052
pbm-000564	3-amino-4,5-dihydroisoxazole	C3H6N2O	C1CON=C1N	InChI=1S/C3H6N2O/c4-3-1-2-6-5-3/h1-2H2,(H2,4,5)	XPZOKPQZEPSMFC-UHFFFAOYSA-N	86.0899963379
pbm-000565		C4H7N3O2	NC(=O)NC1=NOCC1	InChI=1S/C4H7N3O2/c5-4(8)6-3-1-2-9-7-3/h1-2H2,(H3,5,6,7,8)	PHZBIWZDSOYFBS-UHFFFAOYSA-N	129.053826464
pbm-000566		C9H15N3O6	O=C(NC1=NOCC1)NC1OC(CO)C(O)C1O	InChI=1S/C9H15N3O6/c13-3-4-6(14)7(15)8(18-4)11-9(16)10-5-1-2-17-12-5/h4,6-8,13-15H,1-3H2,(H2,10,11,12,16)	GJGRAPUJPBCNHA-UHFFFAOYSA-N	261.0960852
pbm-000567	1-beta-d-arabinofuranosylcytosine	C9H13N3O5	C1=CN(C(=O)N=C1N)C2C(C(C(O2)CO)O)O	InChI=1S/C9H13N3O5/c10-5-1-2-12(9(16)11-5)8-7(15)6(14)4(3-13)17-8/h1-2,4,6-8,13-15H,3H2,(H2,10,11,16)	UHDGCWIWMRVCDJ-UHFFFAOYSA-N	243.2200012207
pbm-000568	arabinofuranosyluracil	C9H12N2O6	C1=CN(C(=O)NC1=O)C2C(C(C(O2)CO)O)O	InChI=1S/C9H12N2O6/c12-3-4-6(14)7(15)8(17-4)11-2-1-5(13)10-9(11)16/h1-2,4,6-8,12,14-15H,3H2,(H,10,13,16)	DRTQHJPVMGBUCF-UHFFFAOYSA-N	244.1999969482
pbm-000569	malononitrile	C3H2N2	C(C#N)C#N	InChI=1S/C3H2N2/c4-2-1-3-5/h1H2	CUONGYYJJVDODC-UHFFFAOYSA-N	66.0599975586
pbm-000570	2-hydroxyiminopropanedinitrile	C3HN3O	C(#N)C(=NO)C#N	InChI=1S/C3HN3O/c4-1-3(2-5)6-7/h7H	IQDSOHXLWXMDPM-UHFFFAOYSA-N	95.0599975586
pbm-000571	acetamidine	C2H6N2	CC(=N)N	InChI=1S/C2H6N2/c1-2(3)4/h1H3,(H3,3,4)	OQLZINXFSUDMHM-UHFFFAOYSA-N	58.0800018311
pbm-000572	4,6-pyrimidinediamine, 5-nitroso-	C4H5N5O	C1=NC(=C(C(=N1)N)N=O)N	InChI=1S/C4H5N5O/c5-3-2(9-10)4(6)8-1-7-3/h1H,(H4,5,6,7,8)	XOUCPTSENBHIRW-UHFFFAOYSA-N	139.1199951172
