 2110083.533076 2.189E-30 1.221E-07.06420.071 1157.77410.71-.013509       6 0 0 15       0 0 0 01                    R 54e     465543343910 9 811   111.0  109.0
 2110083.671250 4.745E-30 6.465E-09.07020.093  234.08340.72-.009351       7 1 1 04       0 0 0 01                    R 24e     466653343910 9 811    51.0   49.0
 2110083.961054 1.504E-30 1.233E-07.06320.070 1244.22040.71-.013683       6 0 0 15       0 0 0 01                    R 56e     465543343910 9 811   115.0  113.0
 2110084.001760 4.587E-30 5.284E-06.07130.095 1585.59040.71-.012783       0 0 0 51       1 0 0 01                    P 22e     466653293910 9 811    43.0   45.0
 2110084.337910 1.017E-30 1.245E-07.06220.069 1333.76790.70-.013853       6 0 0 15       0 0 0 01                    R 58e     465543293910 9 811   119.0  117.0
 2110085.039945 4.739E-30 7.266E-09.06960.091  273.86800.73-.009595       7 1 1 04       0 0 0 01                    R 26e     466653343910 9 811    55.0   53.0
 2110086.391500 4.579E-30 8.065E-09.06900.089  316.76990.74-.009831       7 1 1 04       0 0 0 01                    R 28e     466653343910 9 811    59.0   57.0
 2110086.819720 4.916E-30 5.307E-06.07220.097 1552.04330.70-.012532       0 0 0 51       1 0 0 01                    P 20e     466653293910 9 811    39.0   41.0
 2110087.725607 4.301E-30 8.875E-09.06850.088  362.78830.75-.010059       7 1 1 04       0 0 0 01                    R 30e     466653343910 9 811    63.0   61.0
 2110089.041991 3.918E-30 9.655E-09.06810.086  411.92250.75-.010280       7 1 1 04       0 0 0 01                    R 32e     466653343910 9 811    67.0   65.0
 2110089.514940 5.136E-30 5.332E-06.07310.099 1521.61540.69-.012271       0 0 0 51       1 0 0 01                    P 18e     466653293910 9 811    35.0   37.0
 2110090.340416 3.483E-30 1.044E-08.06770.084  464.17170.75-.010495       7 1 1 04       0 0 0 01                    R 34e     466653343910 9 811    71.0   69.0
 2110091.620687 3.011E-30 1.119E-08.06730.083  519.53500.76-.010703       7 1 1 04       0 0 0 01                    R 36e     466653343910 9 811    75.0   73.0
 2110092.087440 5.220E-30 5.361E-06.07420.101 1494.30710.68-.011995       0 0 0 51       1 0 0 01                    P 16e     466653293910 9 811    31.0   33.0
 2110092.882648 2.540E-30 1.191E-08.06700.081  578.01160.76-.010905       7 1 1 04       0 0 0 01                    R 38e     466653343910 9 811    79.0   77.0
 2110094.126188 2.097E-30 1.263E-08.06680.080  639.60040.75-.011102       7 1 1 04       0 0 0 01                    R 40e     466653343910 9 811    83.0   81.0
 2110094.537260 5.143E-30 5.394E-06.07550.103 1470.11880.67-.011698       0 0 0 51       1 0 0 01                    P 14e     466653293910 9 811    27.0   29.0
 2110095.351236 1.694E-30 1.333E-08.06650.078  704.30050.75-.011294       7 1 1 04       0 0 0 01                    R 42e     466553343910 9 811    87.0   85.0
 2110096.557769 1.338E-30 1.400E-08.06630.077  772.11070.75-.011480       7 1 1 04       0 0 0 01                    R 44e     465553343910 9 811    91.0   89.0
 2110096.864430 4.887E-30 5.434E-06.07700.105 1449.05090.67-.011372       0 0 0 51       1 0 0 01                    P 12e     466653293910 9 811    23.0   25.0
 2110097.752410 1.035E-30 1.464E-08.06620.075  843.03010.74-.011662       7 1 1 04       0 0 0 01                    R 46e     465553293910 9 811    95.0   93.0
 2110099.068970 4.447E-30 5.488E-06.07870.108 1431.10360.67-.011004       0 0 0 51       1 0 0 01                    P 10e     466653293910 9 811    19.0   21.0
 2110101.150880 3.825E-30 5.566E-06.08080.111 1416.27720.67-.010574       0 0 0 51       1 0 0 01                    P  8e     466653293910 9 811    15.0   17.0
 2110103.110180 3.038E-30 5.696E-06.08340.114 1404.57190.67-.010051       0 0 0 51       1 0 0 01                    P  6e     466653293910 9 811    11.0   13.0
 2110104.946860 2.112E-30 5.970E-06.08660.118 1395.98790.68-.009381       0 0 0 51       1 0 0 01                    P  4e     466653293910 9 811     7.0    9.0
 2110106.660910 1.084E-30 6.968E-06.09050.123 1390.52530.68-.008371       0 0 0 51       1 0 0 01                    P  2e     466653293910 9 811     3.0    5.0
 2110110.409460 1.625E-30 4.479E-06.08850.120 1390.52530.68-.007177       0 0 0 51       1 0 0 01                    R  2e     466653293910 9 811     7.0    5.0
 2110111.694180 2.635E-30 4.748E-06.08490.116 1395.98790.67-.008060       0 0 0 51       1 0 0 01                    R  4e     466653293910 9 811    11.0    9.0
 2110112.856160 3.536E-30 4.872E-06.08200.112 1404.57190.67-.008814       0 0 0 51       1 0 0 01                    R  6e     466653293910 9 811    15.0   13.0
 2110113.895350 4.291E-30 4.941E-06.07970.109 1416.27720.67-.009448       0 0 0 51       1 0 0 01                    R  8e     466653293910 9 811    19.0   17.0
 2110114.699620 1.237E-30 4.964E-06.06700.081 1966.19230.76-.014763       0 0 0 51       1 0 0 01                    R 38e     466653293910 9 811    79.0   77.0
 2110114.811720 4.874E-30 4.984E-06.07780.107 1431.10360.67-.009996       0 0 0 51       1 0 0 01                    R 10e     466653293910 9 811    23.0   21.0
 2110115.511910 1.566E-30 4.981E-06.06730.083 1907.71230.76-.014498       0 0 0 51       1 0 0 01                    R 36e     466653293910 9 811    75.0   73.0
