 6111009.567300 3.992E-26 0.000E+00.06000.078  293.15000.70-.026000                   0 0 0 0 1A1                   7          46333351424110 9 9     0.0    0.0
 6111009.597000 2.579E-26 0.000E+00.06400.082  157.13000.72-.030000                   0 0 0 0 1A1                   5          46333351424110 9 9     0.0    0.0
 6111009.653200 1.128E-26 0.000E+00.06500.081  104.78000.73-.021000                   0 0 0 0 1A1                   4          46333351424110 9 9     0.0    0.0
 6111009.737700 2.237E-26 0.000E+00.05600.077  376.78000.70-.030000                   0 0 0 0 1A1                   8          35333351424110 9 9     0.0    0.0
 6111009.785200 6.340E-27 0.000E+00.06500.081  104.78000.73-.021000                   0 0 0 0 1A1                   4          36333351424110 9 9     0.0    0.0
 6111009.870000 9.483E-28 3.450E-06.06300.082    0.00000.65-.024000                   0 0 0 0 1A1    1A2            0A1        34333351424110 9 9    15.0    5.0
 6111009.951700 5.893E-26 0.000E+00.05600.077  376.78000.70-.030000                   0 0 0 0 1A1                   8          46333351424110 9 9     0.0    0.0
 6111009.999500 5.635E-26 0.000E+00.05500.074  470.80000.69-.027000                   0 0 0 0 1A1                   9          36333351424110 9 9     0.0    0.0
 6111010.058300 3.305E-26 0.000E+00.05600.077  376.78000.70-.030000                   0 0 0 0 1A1                   8          36333351424110 9 9     0.0    0.0
 6111010.120400 2.790E-26 0.000E+00.06400.082  157.13000.72-.030000                   0 0 0 0 1A1                   5          46333351424110 9 9     0.0    0.0
 6111010.182800 8.920E-26 0.000E+00.06000.078  293.15000.70-.026000                   0 0 0 0 1A1                   7          46333351424110 9 9     0.0    0.0
