 7114495.130226 5.411E-25 2.150E-03.05140.048  130.43750.77-.009348       b      1       X      0                P  9P  9     d675243573022 6 912    17.0   19.0
 7114497.075701 4.765E-25 1.869E-03.05110.048  128.49200.79-.009389       b      1       X      0                P  9Q  8     d675244573022 6 912    17.0   17.0
 7114502.816760 5.521E-25 2.253E-03.05280.050   81.58050.79-.009054       b      1       X      0                P  7P  7     d675244573022 6 912    13.0   15.0
 7114504.790265 4.679E-25 1.884E-03.05310.050   79.60700.78-.009154       b      1       X      0                P  7Q  6     d675244573022 6 912    13.0   13.0
 7114509.987691 4.985E-25 2.444E-03.05490.052   44.21170.77-.008408       b      1       X      0                P  5P  5     d675244573022 6 912     9.0   11.0
 7114511.999285 3.934E-25 1.910E-03.05530.052   42.20010.78-.008523       b      1       X      0                P  5Q  4     d675244573022 6 912     9.0    9.0
 7114516.642684 3.768E-25 2.936E-03.05760.055   18.33720.75-.007105       b      1       X      0                P  3P  3     d675243573022 6 912     5.0    7.0
 7114518.727001 2.572E-25 1.977E-03.05820.055   16.25290.81-.006539       b      1       X      0                P  3Q  2     d675243573022 6 912     5.0    5.0
 7114520.148230 8.990E-30 1.775E-03.02360.027 2703.84430.66-.016279       b      1       X      0                R 43R 43     d452242572122 6 912    89.0   87.0
 7114522.501370 9.370E-30 1.829E-03.02360.027 2701.49120.66-.015660       b      1       X      0                R 43Q 44     d452242572122 6 912    89.0   89.0
 7114522.781186 2.032E-25 7.350E-03.06070.059    3.96110.78-.004381       b      1       X      0                P  1P  1     d675242573022 6 912     1.0    3.0
 7114526.252570 2.773E-29 1.774E-03.02420.028 2462.41300.66-.016279       b      1       X      0                R 41R 41     d452242572122 6 912    85.0   83.0
 7114528.588100 2.894E-29 1.831E-03.02420.028 2460.07740.66-.015660       b      1       X      0                R 41Q 42     d452242572122 6 912    85.0   85.0
 7114531.018780 1.024E-25 7.361E-04.06210.055    3.96110.79-.003285       b      1       X      0                R  1R  1     d675243573022 6 912     5.0    3.0
 7114531.768810 8.083E-29 1.773E-03.02490.029 2232.08280.66-.016279       b      1       X      0                R 39R 39     d455242572122 6 912    81.0   79.0
 7114532.895571 2.382E-25 1.700E-03.05840.055    2.08430.80-.005160       b      1       X      0                R  1Q  2     d675244573022 6 912     5.0    5.0
 7114534.086710 8.449E-29 1.833E-03.02490.029 2229.76490.66-.015660       b      1       X      0                R 39Q 40     d455242572122 6 912    81.0   81.0
 7114535.862224 2.872E-25 1.229E-03.05580.052   18.33720.81-.004936       b      1       X      0                R  3R  3     d675243573022 6 912     9.0    7.0
 7114536.702740 2.226E-28 1.771E-03.02580.029 2012.89140.66-.016279       b      1       X      0                R 37R 37     d455242572122 6 912    77.0   75.0
 7114537.811792 4.158E-25 1.766E-03.05500.052   16.38760.80-.006146       b      1       X      0                R  3Q  4     d675244573022 6 912     9.0    9.0
 7114539.003010 2.331E-28 1.834E-03.02580.029 2010.59110.66-.015660       b      1       X      0                R 37Q 38     d455242572122 6 912    77.0   77.0
 7114540.185547 4.216E-25 1.419E-03.05260.050   44.21170.82-.006812       b      1       X      0                R  5R  5     d675244573022 6 912    13.0   11.0
 7114541.059881 5.790E-28 1.769E-03.02690.030 1804.87450.56-.016279       b      1       X      0                R 35R 35     d555242572122 6 912    73.0   71.0
 7114542.173289 5.370E-25 1.791E-03.05240.050   42.22400.80-.007310       b      1       X      0                R  5Q  6     d675243573022 6 912    13.0   13.0
 7114543.342492 6.074E-28 1.836E-03.02690.030 1802.59190.66-.015660       b      1       X      0                R 35Q 36     d555242572122 6 912    73.0   73.0
 7114543.987227 4.931E-25 1.520E-03.05050.048   81.58050.83-.007423       b      1       X      0                R  7R  7     d675243573022 6 912    17.0   15.0
 7114544.845486 1.421E-27 1.765E-03.03030.032 1608.06610.56-.007556       b      1       X      0                R 33R 33     d555242572122 6 912    69.0   67.0
 7114546.003114 5.961E-25 1.805E-03.05060.048   79.56460.78-.008086       b      1       X      0                R  7Q  8     d675243573022 6 912    17.0   17.0
 7114547.110414 1.494E-27 1.836E-03.02910.032 1605.80120.47-.006853       b      1       X      0                R 33Q 34     d555242572122 6 912    69.0   69.0
 7114547.265522 5.017E-25 1.583E-03.04910.047  130.43750.81-.008402       b      1       X      0                R  9R  9     d675243573022 6 912    21.0   19.0
 7114548.064554 3.292E-27 1.762E-03.02970.033 1422.49830.56-.006811       b      1       X      0                R 31R 31     d555242572122 6 912    65.0   63.0
 7114549.305286 5.798E-25 1.815E-03.04900.047  128.39770.79-.008479       b      1       X      0                R  9Q 10     d675243573022 6 912    21.0   21.0
 7114550.018477 4.591E-25 1.626E-03.04800.046  190.77480.76-.008932       b      1       X      0                R 11R 11     d675243573022 6 912    25.0   23.0
 7114550.311761 3.468E-27 1.837E-03.03100.033 1420.25110.41-.008829       b      1       X      0                R 31Q 32     d555242572122 6 912    65.0   65.0
 7114550.721829 7.185E-27 1.757E-03.03080.034 1248.20130.41-.016552       b      1       X      0                R 29R 29     d555242572122 6 912    61.0   59.0
 7114552.079908 5.080E-25 1.821E-03.04770.046  188.71340.78-.009025       b      1       X      0                R 11Q 12     d675243573022 6 912    25.0   25.0
 7114552.243913 3.762E-25 1.658E-03.04610.045  262.58270.79-.009540       b      1       X      0                R 13R 13     d675243573022 6 912    29.0   27.0
 7114552.821802 1.478E-26 1.752E-03.03170.036 1085.20330.66-.008179       b      1       X      0                R 27R 27     d555242572122 6 912    57.0   55.0
 7114552.951264 7.592E-27 1.837E-03.03220.034 1245.97180.37-.016341       b      1       X      0                R 29Q 30     d555242572122 6 912    61.0   61.0
 7114553.939434 2.962E-25 1.681E-03.04480.044  345.84950.73-.010109       b      1       X      0                R 15R 15     d675243573022 6 912    33.0   31.0
 7114554.325728 4.287E-25 1.826E-03.04660.045  260.50090.73-.009560       b      1       X      0                R 13Q 14     d675243573022 6 912    29.0   29.0
 7114554.368723 2.956E-26 1.745E-03.03430.037  933.53090.69-.009634       b      1       X      0                R 25R 25     d575242573022 6 912    53.0   51.0
 7114555.033401 1.591E-26 1.837E-03.03300.036 1082.99170.59-.007975       b      1       X      0                R 27Q 28     d575242573022 6 912    57.0   57.0
 7114555.102421 2.130E-25 1.700E-03.04280.043  440.56180.72-.010517       b      1       X      0                R 17R 17     d675243573022 6 912    37.0   35.0
 7114555.366595 5.297E-26 1.737E-03.03590.039  793.20870.76-.012185       b      1       X      0                R 23R 23     d575242573022 6 912    49.0   47.0
 7114555.730028 1.432E-25 1.715E-03.04140.042  546.70420.68-.010970       b      1       X      0                R 19R 19     d575242573022 6 912    41.0   39.0
 7114555.819186 8.982E-26 1.727E-03.03950.040  664.25950.70-.011789       b      1       X      0                R 21R 21     d575242573022 6 912    45.0   43.0
 7114556.040821 3.275E-25 1.829E-03.04500.044  343.74810.74-.009773       b      1       X      0                R 15Q 16     d675243573022 6 912    33.0   33.0
 7114556.562399 3.115E-26 1.837E-03.03550.037  931.33720.67-.013910       b      1       X      0                R 25Q 26     d575242573022 6 912    53.0   53.0
 7114557.222839 2.334E-25 1.831E-03.04310.043  438.44130.68-.011354       b      1       X      0                R 17Q 18     d675243573022 6 912    37.0   37.0
 7114557.542236 5.674E-26 1.836E-03.03760.039  791.03310.61-.011985       b      1       X      0                R 23Q 24     d575242573022 6 912    49.0   49.0
 7114557.869101 1.555E-25 1.833E-03.04080.042  544.56510.71-.012790       b      1       X      0                R 19Q 20     d575242573022 6 912    41.0   41.0
 7114557.976642 9.700E-26 1.835E-03.03940.040  662.10200.64-.012633       b      1       X      0                R 21Q 22     d575242573022 6 912    45.0   45.0
